,time,x,y
78,2024-01-18T16:52:29.456000+02:00,662,824
79,2024-01-18T16:52:29.472000+02:00,668,824
80,2024-01-18T16:52:29.488000+02:00,674,824
81,2024-01-18T16:52:29.504000+02:00,680,824
82,2024-01-18T16:52:29.520000+02:00,686,824
83,2024-01-18T16:52:29.536000+02:00,692,824
84,2024-01-18T16:52:29.552000+02:00,698,824
85,2024-01-18T16:52:29.568000+02:00,704,824
86,2024-01-18T16:52:29.584000+02:00,710,824
87,2024-01-18T16:52:29.600000+02:00,716,824
88,2024-01-18T16:52:29.616000+02:00,722,824
89,2024-01-18T16:52:29.632000+02:00,722,824
90,2024-01-18T16:52:29.648000+02:00,728,824
91,2024-01-18T16:52:29.664000+02:00,734,824
92,2024-01-18T16:52:29.680000+02:00,740,824
93,2024-01-18T16:52:29.696000+02:00,746,824
94,2024-01-18T16:52:29.712000+02:00,752,824
95,2024-01-18T16:52:29.728000+02:00,758,824
96,2024-01-18T16:52:29.744000+02:00,764,824
97,2024-01-18T16:52:29.760000+02:00,770,824
98,2024-01-18T16:52:29.776000+02:00,776,824
99,2024-01-18T16:52:29.792000+02:00,782,824
100,2024-01-18T16:52:29.808000+02:00,788,824
101,2024-01-18T16:52:29.824000+02:00,794,824
102,2024-01-18T16:52:29.840000+02:00,800,824
103,2024-01-18T16:52:29.856000+02:00,806,824
104,2024-01-18T16:52:29.872000+02:00,812,824
105,2024-01-18T16:52:29.888000+02:00,818,824
106,2024-01-18T16:52:29.904000+02:00,824,824
107,2024-01-18T16:52:29.920000+02:00,830,824
108,2024-01-18T16:52:29.936000+02:00,836,824
109,2024-01-18T16:52:29.952000+02:00,842,824
110,2024-01-18T16:52:29.968000+02:00,848,824
111,2024-01-18T16:52:29.984000+02:00,854,824
112,2024-01-18T16:52:30+02:00,860,824
113,2024-01-18T16:52:30.016000+02:00,860,824
114,2024-01-18T16:52:30.032000+02:00,866,824
115,2024-01-18T16:52:30.048000+02:00,872,824
116,2024-01-18T16:52:30.064000+02:00,878,824
117,2024-01-18T16:52:30.080000+02:00,884,824
118,2024-01-18T16:52:30.096000+02:00,890,824
119,2024-01-18T16:52:30.112000+02:00,896,824
120,2024-01-18T16:52:30.128000+02:00,902,824
121,2024-01-18T16:52:30.144000+02:00,908,824
122,2024-01-18T16:52:30.160000+02:00,914,824
123,2024-01-18T16:52:30.177000+02:00,920,824
124,2024-01-18T16:52:30.192000+02:00,926,824
125,2024-01-18T16:52:30.208000+02:00,932,824
126,2024-01-18T16:52:30.224000+02:00,938,824
127,2024-01-18T16:52:30.240000+02:00,944,824
128,2024-01-18T16:52:30.256000+02:00,950,824
129,2024-01-18T16:52:30.272000+02:00,956,824
130,2024-01-18T16:52:30.288000+02:00,962,824
131,2024-01-18T16:52:30.304000+02:00,968,824
132,2024-01-18T16:52:30.320000+02:00,974,824
133,2024-01-18T16:52:30.336000+02:00,980,824
134,2024-01-18T16:52:30.352000+02:00,986,824
135,2024-01-18T16:52:30.368000+02:00,992,824
136,2024-01-18T16:52:30.384000+02:00,998,824
137,2024-01-18T16:52:30.400000+02:00,1004,824
138,2024-01-18T16:52:30.416000+02:00,1004,824
139,2024-01-18T16:52:30.433000+02:00,1016,824
140,2024-01-18T16:52:30.448000+02:00,1016,824
0,2024-01-18T16:52:51.801000+02:00,1068,824
1,2024-01-18T16:52:51.817000+02:00,1062,824
2,2024-01-18T16:52:51.833000+02:00,1056,824
3,2024-01-18T16:52:51.849000+02:00,1050,824
4,2024-01-18T16:52:51.865000+02:00,1044,824
5,2024-01-18T16:52:51.881000+02:00,1038,824
6,2024-01-18T16:52:51.897000+02:00,1032,824
7,2024-01-18T16:52:51.913000+02:00,1026,824
8,2024-01-18T16:52:51.929000+02:00,1020,824
9,2024-01-18T16:52:51.945000+02:00,1014,824
10,2024-01-18T16:52:51.961000+02:00,1008,824
11,2024-01-18T16:52:51.977000+02:00,1002,824
12,2024-01-18T16:52:51.993000+02:00,996,824
13,2024-01-18T16:52:52.009000+02:00,996,824
14,2024-01-18T16:52:52.025000+02:00,990,824
15,2024-01-18T16:52:52.041000+02:00,984,824
16,2024-01-18T16:52:52.057000+02:00,978,824
17,2024-01-18T16:52:52.073000+02:00,972,824
18,2024-01-18T16:52:52.089000+02:00,966,824
19,2024-01-18T16:52:52.105000+02:00,960,824
20,2024-01-18T16:52:52.121000+02:00,954,824
21,2024-01-18T16:52:52.137000+02:00,948,824
22,2024-01-18T16:52:52.153000+02:00,942,824
23,2024-01-18T16:52:52.169000+02:00,936,824
24,2024-01-18T16:52:52.185000+02:00,930,824
25,2024-01-18T16:52:52.201000+02:00,924,824
26,2024-01-18T16:52:52.217000+02:00,918,824
27,2024-01-18T16:52:52.233000+02:00,912,824
28,2024-01-18T16:52:52.249000+02:00,906,824
29,2024-01-18T16:52:52.265000+02:00,900,824
30,2024-01-18T16:52:52.281000+02:00,894,824
31,2024-01-18T16:52:52.297000+02:00,888,824
32,2024-01-18T16:52:52.313000+02:00,882,824
33,2024-01-18T16:52:52.329000+02:00,876,824
34,2024-01-18T16:52:52.345000+02:00,870,824
35,2024-01-18T16:52:52.361000+02:00,864,824
36,2024-01-18T16:52:52.377000+02:00,858,824
37,2024-01-18T16:52:52.394000+02:00,852,824
38,2024-01-18T16:52:52.409000+02:00,846,824
39,2024-01-18T16:52:52.425000+02:00,846,824
40,2024-01-18T16:52:52.441000+02:00,840,824
41,2024-01-18T16:52:52.457000+02:00,834,824
42,2024-01-18T16:52:52.473000+02:00,828,824
43,2024-01-18T16:52:52.489000+02:00,822,824
44,2024-01-18T16:52:52.505000+02:00,816,824
45,2024-01-18T16:52:52.521000+02:00,810,824
46,2024-01-18T16:52:52.537000+02:00,804,824
47,2024-01-18T16:52:52.553000+02:00,798,824
48,2024-01-18T16:52:52.569000+02:00,792,824
49,2024-01-18T16:52:52.585000+02:00,786,824
50,2024-01-18T16:52:52.601000+02:00,780,824
51,2024-01-18T16:52:52.617000+02:00,774,824
52,2024-01-18T16:52:52.633000+02:00,768,824
53,2024-01-18T16:52:52.649000+02:00,762,824
54,2024-01-18T16:52:52.665000+02:00,756,824
55,2024-01-18T16:52:52.681000+02:00,750,824
56,2024-01-18T16:52:52.697000+02:00,744,824
57,2024-01-18T16:52:52.713000+02:00,738,824
58,2024-01-18T16:52:52.729000+02:00,732,824
59,2024-01-18T16:52:52.745000+02:00,726,824
60,2024-01-18T16:52:52.761000+02:00,720,824
61,2024-01-18T16:52:52.777000+02:00,714,824
62,2024-01-18T16:52:52.793000+02:00,708,824
63,2024-01-18T16:52:52.809000+02:00,702,824
64,2024-01-18T16:52:52.825000+02:00,702,824
65,2024-01-18T16:52:52.841000+02:00,696,824
66,2024-01-18T16:52:52.857000+02:00,690,824
67,2024-01-18T16:52:52.873000+02:00,684,824
68,2024-01-18T16:52:52.889000+02:00,678,824
69,2024-01-18T16:52:52.905000+02:00,672,824
70,2024-01-18T16:52:52.921000+02:00,666,824
71,2024-01-18T16:52:52.937000+02:00,660,824
72,2024-01-18T16:52:52.953000+02:00,654,824
73,2024-01-18T16:52:52.969000+02:00,648,824
74,2024-01-18T16:52:52.985000+02:00,642,824
