,0
761,1705589494.1041124
762,1705589494.1369562
763,1705589494.169815
764,1705589494.202659
765,1705589494.2354882
766,1705589494.268332
767,1705589494.301176
768,1705589494.334005
769,1705589494.3668346
770,1705589494.3996782
771,1705589494.432537
772,1705589494.4653661
773,1705589494.49821
774,1705589494.5310538
775,1705589494.5638978
776,1705589494.5967417
777,1705589494.6295857
778,1705589494.6624296
779,1705589494.6952736
780,1705589494.7281322
781,1705589494.760976
782,1705589494.7938201
783,1705589494.826664
784,1705589494.8595228
785,1705589494.8923519
786,1705589494.9251812
787,1705589494.958025
788,1705589494.9908984
789,1705589495.0237277
790,1705589495.0565567
791,1705589495.0894008
792,1705589495.1222594
793,1705589495.1551032
794,1705589495.1879325
795,1705589495.2207766
796,1705589495.25365
797,1705589495.2864792
798,1705589495.3193083
799,1705589495.352152
800,1705589495.385011
801,1705589495.4178548
802,1705589495.4506838
803,1705589495.483528
804,1705589495.5164015
805,1705589495.5492306
806,1705589495.5820744
807,1705589495.6149333
808,1705589495.6477919
809,1705589495.680636
810,1705589495.713465
811,1705589495.7463088
812,1705589495.7791529
813,1705589495.811982
814,1705589495.844826
815,1705589495.877655
816,1705589495.9104989
817,1705589495.9433725
818,1705589495.9762018
819,1705589496.0090456
820,1705589496.0418897
821,1705589496.074763
822,1705589496.107592
823,1705589496.1404362
824,1705589496.17328
825,1705589496.2061536
826,1705589496.238983
827,1705589496.2718267
828,1705589496.3046706
829,1705589496.3375294
830,1705589496.3703732
831,1705589496.403217
832,1705589496.4360611
833,1705589496.46892
834,1705589496.5017638
835,1705589496.5346076
836,1705589496.5674517
837,1705589496.6003253
838,1705589496.6331692
839,1705589496.6659985
840,1705589496.6988423
841,1705589496.7317157
842,1705589496.7645597
843,1705589496.7973888
844,1705589496.8302329
845,1705589496.8630915
846,1705589496.8959355
847,1705589496.9287646
848,1705589496.9616234
849,1705589496.9944673
850,1705589497.0272965
851,1705589497.0601256
852,1705589497.0929546
853,1705589497.1257985
854,1705589497.1586723
855,1705589497.1915011
856,1705589497.2243304
857,1705589497.2571743
858,1705589497.290048
859,1705589497.322877
860,1705589497.355706
861,1705589497.3885498
862,1705589497.4214087
863,1705589497.4542377
864,1705589497.487067
865,1705589497.5199258
866,1705589497.5527844
867,1705589497.5856135
868,1705589497.6184428
869,1705589497.6512866
870,1705589497.6841455
871,1705589497.7169745
872,1705589497.7498035
873,1705589497.7826624
874,1705589497.815521
875,1705589497.84835
876,1705589497.881194
877,1705589497.9140232
878,1705589497.946882
879,1705589497.9797258
880,1705589498.0125551
881,1705589498.0453992
882,1705589498.0782578
883,1705589498.1110868
884,1705589498.1439307
885,1705589498.1767747
886,1705589498.209604
887,1705589498.2424479
888,1705589498.2752917
889,1705589498.3081207
890,1705589498.3409796
891,1705589498.3738384
892,1705589498.4066823
893,1705589498.439526
894,1705589498.4723701
895,1705589498.5052288
896,1705589498.538058
897,1705589498.570887
898,1705589498.6037312
899,1705589498.6366045
900,1705589498.6694336
901,1705589498.7022777
902,1705589498.7351215
903,1705589498.767995
904,1705589498.800839
905,1705589498.833668
906,1705589498.866512
907,1705589498.8993857
908,1705589498.9322295
909,1705589498.9650588
910,1705589498.9979026
911,1705589499.0307612
912,1705589499.0636053
913,1705589499.0964344
914,1705589499.1292782
915,1705589499.162137
916,1705589499.1949663
917,1705589499.2278101
918,1705589499.260654
919,1705589499.2935128
920,1705589499.3263419
921,1705589499.359186
922,1705589499.3920298
923,1705589499.4248588
924,1705589499.457688
925,1705589499.4905026
926,1705589499.5233316
927,1705589499.5561607
928,1705589499.5890193
929,1705589499.6218483
930,1705589499.6546776
931,1705589499.6875215
932,1705589499.72038
933,1705589499.7532094
934,1705589499.7860384
935,1705589499.8188825
936,1705589499.851741
937,1705589499.8845701
938,1705589499.9173994
939,1705589499.9502432
940,1705589499.983102
941,1705589500.0159311
942,1705589500.0487602
943,1705589500.081619
944,1705589500.1144779
945,1705589500.1473217
946,1705589500.1801507
947,1705589500.2129946
948,1705589500.2458684
949,1705589500.2786975
950,1705589500.3115265
951,1705589500.3443851
952,1705589500.377244
953,1705589500.4100878
954,1705589500.442932
955,1705589500.4757757
956,1705589500.5086346
957,1705589500.5414636
958,1705589500.5742927
959,1705589500.6071367
960,1705589500.6399806
961,1705589500.6728246
962,1705589500.7056537
963,1705589500.7384975
964,1705589500.7713416
965,1705589500.8042004
966,1705589500.8370295
967,1705589500.8698587
968,1705589500.9026878
